[2025-01-16 20:52:55,477][INFO] Running PROJECT: CRC-DX, P LEARNING RATE: 0.001, OPTIMIZER: ADAMW, NUM EPOCHS: 50, BATCH SIZE: 2048, DEVICES: cuda, SMOOTHING: 0.1
[2025-01-16 20:52:55,477][INFO] params["in_chans"]=[200, 16]  python run_model0.py --proj CRC-DX --num_epochs 50  --plr 1e-3  --smoothing 0.1
[2025-01-16 20:52:55,479][INFO] params["dims"]=[512, 512]
[2025-01-16 20:52:55,479][INFO] params["out_chans"]=[16, 8]
[2025-01-16 20:52:55,479][INFO] params["heads"]=[8, 4]
[2025-01-16 21:07:04,477][INFO] Epoch[8/50], train B-acc: 0.6676(0.5901-0.7465), test B-acc: 0.6136(0.5400-0.7083)
[2025-01-16 21:07:04,478][INFO] Epoch[8/50], train AUC: 0.8917(0.8204-0.9445), test AUC: 0.7921(0.6632-0.8939)
[2025-01-16 21:08:49,474][INFO] Epoch[9/50], loss:0.3796, CE loss:0.3796
[2025-01-16 21:08:49,474][INFO] Epoch[9/50], train B-acc: 0.7050(0.6283-0.7834), test B-acc: 0.6522(0.5750-0.7500)
[2025-01-16 21:08:49,474][INFO] Epoch[9/50], train AUC: 0.8989(0.8255-0.9500), test AUC: 0.8075(0.6895-0.8944)
[2025-01-16 21:10:39,980][INFO] Epoch[10/50], loss:0.3729, CE loss:0.3729
[2025-01-16 21:10:39,981][INFO] Epoch[10/50], train B-acc: 0.7055(0.6314-0.7835), test B-acc: 0.6538(0.5714-0.7500)
[2025-01-16 21:10:39,981][INFO] Epoch[10/50], train AUC: 0.9113(0.8369-0.9610), test AUC: 0.8172(0.7154-0.9075)
[2025-01-16 21:12:26,020][INFO] Epoch[11/50], loss:0.3660, CE loss:0.3660
[2025-01-16 21:12:26,020][INFO] Epoch[11/50], train B-acc: 0.7430(0.6625-0.8224), test B-acc: 0.7105(0.6190-0.8167)
[2025-01-16 21:12:26,020][INFO] Epoch[11/50], train AUC: 0.9223(0.8555-0.9661), test AUC: 0.8222(0.7115-0.9200)
[2025-01-16 21:14:20,210][INFO] Epoch[12/50], loss:0.3593, CE loss:0.3593
[2025-01-16 21:14:20,210][INFO] Epoch[12/50], train B-acc: 0.7549(0.6707-0.8294), test B-acc: 0.7226(0.6329-0.8188)
[2025-01-16 21:14:20,210][INFO] Epoch[12/50], train AUC: 0.9310(0.8648-0.9692), test AUC: 0.8285(0.7188-0.9178)
[2025-01-16 21:16:21,190][INFO] Epoch[13/50], loss:0.3542, CE loss:0.3542
[2025-01-16 21:16:21,200][INFO] Epoch[13/50], train B-acc: 0.8289(0.7459-0.9009), test B-acc: 0.7599(0.6535-0.8600)
[2025-01-16 21:16:21,200][INFO] Epoch[13/50], train AUC: 0.9375(0.8739-0.9751), test AUC: 0.8352(0.7193-0.9237)
[2025-01-16 21:18:02,985][INFO] Epoch[14/50], loss:0.3489, CE loss:0.3489
[2025-01-16 21:18:02,986][INFO] Epoch[14/50], train B-acc: 0.8148(0.7313-0.8890), test B-acc: 0.7381(0.6336-0.8269)
[2025-01-16 21:18:02,986][INFO] Epoch[14/50], train AUC: 0.9443(0.8869-0.9792), test AUC: 0.8322(0.7264-0.9181)
[2025-01-16 21:19:51,919][INFO] Epoch[15/50], loss:0.3419, CE loss:0.3419
[2025-01-16 21:19:51,919][INFO] Epoch[15/50], train B-acc: 0.8179(0.7388-0.8885), test B-acc: 0.7365(0.6399-0.8344)
[2025-01-16 21:19:51,921][INFO] Epoch[15/50], train AUC: 0.9520(0.8999-0.9839), test AUC: 0.8371(0.7262-0.9267)
[2025-01-16 21:21:34,837][INFO] Epoch[16/50], loss:0.3364, CE loss:0.3364
[2025-01-16 21:21:34,837][INFO] Epoch[16/50], train B-acc: 0.8463(0.7737-0.9147), test B-acc: 0.7435(0.6404-0.8409)
[2025-01-16 21:21:34,837][INFO] Epoch[16/50], train AUC: 0.9605(0.9159-0.9871), test AUC: 0.8442(0.7348-0.9327)
[2025-01-16 21:23:15,836][INFO] Epoch[17/50], loss:0.3310, CE loss:0.3310
[2025-01-16 21:23:15,836][INFO] Epoch[17/50], train B-acc: 0.8721(0.8035-0.9329), test B-acc: 0.7806(0.6733-0.8750)
[2025-01-16 21:23:15,836][INFO] Epoch[17/50], train AUC: 0.9671(0.9253-0.9908), test AUC: 0.8460(0.7331-0.9318)
[2025-01-16 21:24:56,474][INFO] Epoch[18/50], loss:0.3256, CE loss:0.3256
[2025-01-16 21:24:56,474][INFO] Epoch[18/50], train B-acc: 0.9089(0.8407-0.9599), test B-acc: 0.7526(0.6500-0.8562)
[2025-01-16 21:24:56,475][INFO] Epoch[18/50], train AUC: 0.9730(0.9343-0.9925), test AUC: 0.8400(0.7189-0.9339)
[2025-01-16 21:26:42,329][INFO] Epoch[19/50], loss:0.3197, CE loss:0.3197
[2025-01-16 21:26:42,329][INFO] Epoch[19/50], train B-acc: 0.9332(0.8791-0.9737), test B-acc: 0.7463(0.6429-0.8443)
[2025-01-16 21:26:42,329][INFO] Epoch[19/50], train AUC: 0.9765(0.9435-0.9946), test AUC: 0.8437(0.7331-0.9286)
[2025-01-16 21:28:27,073][INFO] Epoch[20/50], loss:0.3156, CE loss:0.3156
[2025-01-16 21:28:27,075][INFO] Epoch[20/50], train B-acc: 0.9285(0.8796-0.9686), test B-acc: 0.7667(0.6667-0.8616)
[2025-01-16 21:28:27,075][INFO] Epoch[20/50], train AUC: 0.9798(0.9523-0.9965), test AUC: 0.8416(0.7366-0.9283)
[2025-01-16 21:30:11,937][INFO] Epoch[21/50], loss:0.3095, CE loss:0.3095
[2025-01-16 21:30:11,937][INFO] Epoch[21/50], train B-acc: 0.9224(0.8638-0.9689), test B-acc: 0.7741(0.6711-0.8701)
[2025-01-16 21:30:11,938][INFO] Epoch[21/50], train AUC: 0.9823(0.9550-0.9965), test AUC: 0.8443(0.7366-0.9394)
[2025-01-16 21:32:00,184][INFO] Epoch[22/50], loss:0.3048, CE loss:0.3048
[2025-01-16 21:32:00,185][INFO] Epoch[22/50], train B-acc: 0.9454(0.9102-0.9700), test B-acc: 0.7395(0.6313-0.8485)
[2025-01-16 21:32:00,185][INFO] Epoch[22/50], train AUC: 0.9833(0.9614-0.9965), test AUC: 0.8413(0.7264-0.9334)
[2025-01-16 21:33:49,206][INFO] Epoch[23/50], loss:0.3002, CE loss:0.3002
[2025-01-16 21:33:49,206][INFO] Epoch[23/50], train B-acc: 0.9273(0.8855-0.9543), test B-acc: 0.7462(0.6398-0.8374)
[2025-01-16 21:33:49,206][INFO] Epoch[23/50], train AUC: 0.9850(0.9622-0.9967), test AUC: 0.8400(0.7230-0.9330)
[2025-01-16 21:35:37,097][INFO] Epoch[24/50], loss:0.2969, CE loss:0.2969
[2025-01-16 21:35:37,097][INFO] Epoch[24/50], train B-acc: 0.9341(0.8956-0.9610), test B-acc: 0.7405(0.6327-0.8286)
[2025-01-16 21:35:37,097][INFO] Epoch[24/50], train AUC: 0.9875(0.9719-0.9975), test AUC: 0.8426(0.7336-0.9319)
[2025-01-16 21:37:23,575][INFO] Epoch[25/50], loss:0.2912, CE loss:0.2912
[2025-01-16 21:37:23,576][INFO] Epoch[25/50], train B-acc: 0.9035(0.8666-0.9344), test B-acc: 0.7747(0.6800-0.8549)
[2025-01-16 21:37:23,576][INFO] Epoch[25/50], train AUC: 0.9890(0.9739-0.9975), test AUC: 0.8381(0.7200-0.9271)
[2025-01-16 21:39:09,243][INFO] Epoch[26/50], loss:0.2877, CE loss:0.2877
[2025-01-16 21:39:09,244][INFO] Epoch[26/50], train B-acc: 0.9369(0.8975-0.9631), test B-acc: 0.7566(0.6546-0.8511)
[2025-01-16 21:39:09,244][INFO] Epoch[26/50], train AUC: 0.9909(0.9794-0.9976), test AUC: 0.8409(0.7264-0.9290)
[2025-01-16 21:40:54,840][INFO] Epoch[27/50], loss:0.2833, CE loss:0.2833
[2025-01-16 21:40:54,840][INFO] Epoch[27/50], train B-acc: 0.9091(0.8819-0.9327), test B-acc: 0.7602(0.6627-0.8419)
[2025-01-16 21:40:54,840][INFO] Epoch[27/50], train AUC: 0.9912(0.9794-0.9979), test AUC: 0.8320(0.7137-0.9249)
[2025-01-16 21:42:40,220][INFO] Epoch[28/50], loss:0.2803, CE loss:0.2803
[2025-01-16 21:42:40,221][INFO] Epoch[28/50], train B-acc: 0.9182(0.8938-0.9426), test B-acc: 0.7640(0.6642-0.8427)
[2025-01-16 21:42:40,221][INFO] Epoch[28/50], train AUC: 0.9924(0.9835-0.9977), test AUC: 0.8357(0.7270-0.9276)
[2025-01-16 21:44:25,268][INFO] Epoch[29/50], loss:0.2760, CE loss:0.2760
[2025-01-16 21:44:25,268][INFO] Epoch[29/50], train B-acc: 0.9339(0.9099-0.9566), test B-acc: 0.7688(0.6790-0.8518)
[2025-01-16 21:44:25,268][INFO] Epoch[29/50], train AUC: 0.9924(0.9839-0.9978), test AUC: 0.8339(0.7181-0.9220)
[2025-01-16 21:46:10,102][INFO] Epoch[30/50], loss:0.2725, CE loss:0.2725
[2025-01-16 21:46:10,103][INFO] Epoch[30/50], train B-acc: 0.9186(0.8941-0.9424), test B-acc: 0.7371(0.6467-0.8155)
[2025-01-16 21:46:10,103][INFO] Epoch[30/50], train AUC: 0.9932(0.9843-0.9983), test AUC: 0.8311(0.7316-0.9174)
[2025-01-16 21:47:56,659][INFO] Epoch[31/50], loss:0.2688, CE loss:0.2688
[2025-01-16 21:47:56,659][INFO] Epoch[31/50], train B-acc: 0.9432(0.9214-0.9636), test B-acc: 0.7675(0.6787-0.8491)
[2025-01-16 21:47:56,660][INFO] Epoch[31/50], train AUC: 0.9938(0.9857-0.9983), test AUC: 0.8281(0.7121-0.9178)
[2025-01-16 21:48:35,791][INFO] Epoch 32 retry 1 of 5, loss did not decrease.
[2025-01-16 21:49:14,944][INFO] Epoch 32 retry 2 of 5, loss did not decrease.
[2025-01-16 21:51:03,100][INFO] Epoch[32/50], loss:0.2641, CE loss:0.2641
[2025-01-16 21:51:03,101][INFO] Epoch[32/50], train B-acc: 0.8484(0.8174-0.8772), test B-acc: 0.7281(0.6400-0.8051)
[2025-01-16 21:51:03,101][INFO] Epoch[32/50], train AUC: 0.9934(0.9845-0.9982), test AUC: 0.8235(0.7104-0.9130)
[2025-01-16 21:52:51,983][INFO] Epoch[33/50], loss:0.2613, CE loss:0.2613
[2025-01-16 21:52:51,983][INFO] Epoch[33/50], train B-acc: 0.8767(0.8491-0.9031), test B-acc: 0.7450(0.6471-0.8226)
[2025-01-16 21:52:51,983][INFO] Epoch[33/50], train AUC: 0.9929(0.9845-0.9982), test AUC: 0.8203(0.6994-0.9106)
[2025-01-16 21:54:41,444][INFO] Epoch[34/50], loss:0.2602, CE loss:0.2602
[2025-01-16 21:54:41,444][INFO] Epoch[34/50], train B-acc: 0.9276(0.9037-0.9498), test B-acc: 0.7667(0.6777-0.8410)
[2025-01-16 21:54:41,444][INFO] Epoch[34/50], train AUC: 0.9920(0.9828-0.9975), test AUC: 0.8163(0.6999-0.9059)
[2025-01-16 21:56:26,580][INFO] Epoch[35/50], loss:0.2591, CE loss:0.2591
[2025-01-16 21:56:26,580][INFO] Epoch[35/50], train B-acc: 0.9115(0.8858-0.9356), test B-acc: 0.7544(0.6647-0.8333)
[2025-01-16 21:56:26,580][INFO] Epoch[35/50], train AUC: 0.9926(0.9835-0.9978), test AUC: 0.8143(0.7027-0.9117)
[2025-01-16 21:58:11,380][INFO] Epoch[36/50], loss:0.2562, CE loss:0.2562
[2025-01-16 21:58:11,380][INFO] Epoch[36/50], train B-acc: 0.9089(0.8829-0.9336), test B-acc: 0.7533(0.6656-0.8332)
[2025-01-16 21:58:11,380][INFO] Epoch[36/50], train AUC: 0.9920(0.9827-0.9975), test AUC: 0.8107(0.6969-0.9035)
[2025-01-16 21:59:58,142][INFO] Epoch[37/50], loss:0.2519, CE loss:0.2519
[2025-01-16 21:59:58,143][INFO] Epoch[37/50], train B-acc: 0.8772(0.8477-0.9048), test B-acc: 0.7267(0.6358-0.8072)
[2025-01-16 21:59:58,143][INFO] Epoch[37/50], train AUC: 0.9933(0.9848-0.9984), test AUC: 0.8069(0.6928-0.9029)
[2025-01-16 22:01:50,813][INFO] Epoch[38/50], loss:0.2486, CE loss:0.2486
[2025-01-16 22:01:50,814][INFO] Epoch[38/50], train B-acc: 0.8744(0.8443-0.9023), test B-acc: 0.7325(0.6429-0.8048)
[2025-01-16 22:01:50,814][INFO] Epoch[38/50], train AUC: 0.9931(0.9844-0.9982), test AUC: 0.8075(0.6910-0.9024)
[2025-01-16 22:03:37,515][INFO] Epoch[39/50], loss:0.2472, CE loss:0.2472
[2025-01-16 22:03:37,515][INFO] Epoch[39/50], train B-acc: 0.9047(0.8773-0.9298), test B-acc: 0.7438(0.6575-0.8214)
[2025-01-16 22:03:37,516][INFO] Epoch[39/50], train AUC: 0.9934(0.9840-0.9986), test AUC: 0.8038(0.6900-0.8962)
[2025-01-16 22:05:24,822][INFO] Epoch[40/50], loss:0.2466, CE loss:0.2466
[2025-01-16 22:05:24,822][INFO] Epoch[40/50], train B-acc: 0.9000(0.8693-0.9252), test B-acc: 0.7357(0.6404-0.8167)
[2025-01-16 22:05:24,822][INFO] Epoch[40/50], train AUC: 0.9933(0.9846-0.9984), test AUC: 0.7991(0.6871-0.8980)
[2025-01-16 22:07:13,202][INFO] Epoch[41/50], loss:0.2453, CE loss:0.2453
[2025-01-16 22:07:13,202][INFO] Epoch[41/50], train B-acc: 0.8863(0.8571-0.9126), test B-acc: 0.7312(0.6436-0.8067)
[2025-01-16 22:07:13,202][INFO] Epoch[41/50], train AUC: 0.9940(0.9852-0.9989), test AUC: 0.8032(0.6892-0.8934)
[2025-01-16 22:07:53,555][INFO] Epoch 42 retry 1 of 5, loss did not decrease.
[2025-01-16 22:08:33,105][INFO] Epoch 42 retry 2 of 5, loss did not decrease.
[2025-01-16 22:09:13,517][INFO] Epoch 42 retry 3 of 5, loss did not decrease.
[2025-01-16 22:09:53,679][INFO] Epoch 42 retry 4 of 5, loss did not decrease.
[2025-01-16 22:11:42,541][INFO] Epoch[42/50], loss:0.2436, CE loss:0.2436
[2025-01-16 22:11:42,541][INFO] Epoch[42/50], train B-acc: 0.8676(0.8389-0.8986), test B-acc: 0.7149(0.6208-0.7946)
[2025-01-16 22:11:42,541][INFO] Epoch[42/50], train AUC: 0.9955(0.9883-0.9994), test AUC: 0.7905(0.6731-0.8882)
[2025-01-16 22:13:31,717][INFO] Epoch[43/50], loss:0.2400, CE loss:0.2400
[2025-01-16 22:13:31,717][INFO] Epoch[43/50], train B-acc: 0.8982(0.8710-0.9233), test B-acc: 0.7125(0.6215-0.7950)
[2025-01-16 22:13:31,717][INFO] Epoch[43/50], train AUC: 0.9950(0.9875-0.9994), test AUC: 0.7892(0.6727-0.8854)
[2025-01-16 22:15:20,442][INFO] Epoch[44/50], loss:0.2381, CE loss:0.2381
[2025-01-16 22:15:20,442][INFO] Epoch[44/50], train B-acc: 0.8796(0.8507-0.9076), test B-acc: 0.7164(0.6200-0.7937)
[2025-01-16 22:15:20,442][INFO] Epoch[44/50], train AUC: 0.9956(0.9891-0.9993), test AUC: 0.7867(0.6641-0.8856)
[2025-01-16 22:17:10,185][INFO] Epoch[45/50], loss:0.2374, CE loss:0.2374
[2025-01-16 22:17:10,185][INFO] Epoch[45/50], train B-acc: 0.8789(0.8502-0.9080), test B-acc: 0.7138(0.6231-0.7901)
[2025-01-16 22:17:10,185][INFO] Epoch[45/50], train AUC: 0.9955(0.9886-0.9992), test AUC: 0.7845(0.6710-0.8842)
[2025-01-16 22:18:58,976][INFO] Epoch[46/50], loss:0.2356, CE loss:0.2356
[2025-01-16 22:18:58,977][INFO] Epoch[46/50], train B-acc: 0.8800(0.8511-0.9075), test B-acc: 0.7149(0.6279-0.7905)
[2025-01-16 22:18:58,977][INFO] Epoch[46/50], train AUC: 0.9957(0.9887-0.9994), test AUC: 0.7852(0.6784-0.8849)
[2025-01-16 22:20:47,664][INFO] Epoch[47/50], loss:0.2351, CE loss:0.2351
[2025-01-16 22:20:47,664][INFO] Epoch[47/50], train B-acc: 0.9137(0.8884-0.9386), test B-acc: 0.7105(0.6187-0.7917)
[2025-01-16 22:20:47,665][INFO] Epoch[47/50], train AUC: 0.9950(0.9876-0.9991), test AUC: 0.7853(0.6709-0.8857)
[2025-01-16 22:21:27,989][INFO] Epoch 48 retry 1 of 5, loss did not decrease.
[2025-01-16 22:23:12,113][INFO] Epoch[48/50], loss:0.2337, CE loss:0.2337
[2025-01-16 22:23:12,113][INFO] Epoch[48/50], train B-acc: 0.9032(0.8774-0.9286), test B-acc: 0.6954(0.6020-0.7792)
[2025-01-16 22:23:12,113][INFO] Epoch[48/50], train AUC: 0.9953(0.9883-0.9991), test AUC: 0.7846(0.6726-0.8784)
[2025-01-16 22:24:52,606][INFO] Epoch[49/50], loss:0.2335, CE loss:0.2335
[2025-01-16 22:24:52,606][INFO] Epoch[49/50], train B-acc: 0.8940(0.8664-0.9218), test B-acc: 0.6933(0.6015-0.7785)
[2025-01-16 22:24:52,607][INFO] Epoch[49/50], train AUC: 0.9955(0.9880-0.9994), test AUC: 0.7836(0.6719-0.8788)
[2025-01-16 22:26:39,657][INFO] Epoch[50/50], loss:0.2323, CE loss:0.2323
[2025-01-16 22:26:39,657][INFO] Epoch[50/50], train B-acc: 0.8783(0.8507-0.9072), test B-acc: 0.7144(0.6251-0.7937)
[2025-01-16 22:26:39,658][INFO] Epoch[50/50], train AUC: 0.9959(0.9888-0.9996), test AUC: 0.7840(0.6714-0.8814)
